GSM1333746,GSM1333747,GSM1333748,GSM1333749,GSM1333750,GSM1333751,GSM1333752,GSM1333753,GSM1333754,GSM1333755,GSM1333756,GSM1333757,GSM1333758,GSM1333759,GSM1333760,GSM1333761,GSM1333762,GSM1333763,GSM1333764,GSM1333765,GSM1333766,GSM1333767,GSM1333768,GSM1333769,GSM1333770,GSM1333771,GSM1333772,GSM1333773,GSM1333774,GSM1333775,GSM1333776,GSM1333777,GSM1333778,GSM1333779,GSM1333780,GSM1333781
0,0,0,0,0,0,0.4613,0,0,0,0,0.468,0,0,0,0,0.4962,0.957,0,1.4351,0,0,0.4977,0,0,0.492,0,0,0,0.4401,0,0.5,0,0.5015,1.3837,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.9542,0,0,0,0,0,0,0,0,1.0011,1.0158,1.0045,0,2.6115,0,0,0,0,0,0,0,0.9778,0,0,0,1.0026,0,0,0,0,0
0,6.2862,0,0,1.0005,0.9719,0,4.4649,0,0.9804,1.9708,1.885,1.3152,0.9804,0,1.1271,0,0,2.952,0.9571,0.9717,0.9719,0.9747,0.968,0,1.0817,0,0.9689,0.9596,0.9697,0,1.0771,4.3447,2.917,1.9253,5.784
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.9014,34.0668,39.3372,11.154,28.361,20.4456,30.3788,26.8509,14.1891,25.3487,12.2634,32.7199,15.4406,28.704,23.2674,24.5041,10.1031,18.2733,53.2422,49.3264,16.1934,8.6695,21.4891,11.1238,20.2917,47.4264,10.0248,33.5715,48.4598,3.5836,40.5176,36.424,73.7656,75.2469,61.418,37.3976
1.6703,0,0,0,0,0,0,0,0,0,1.1237,0,1.0203,0,0,0,0,0,1.3301,0,0.9915,0,0,0,1.0339,1.1786,0,1.1075,1.0022,0,0,0,1.0055,0,0,0
4.8469,0.9485,1.8806,4.9827,7.4668,0.7275,2.1891,5.2123,0.7735,0.6295,3.3391,0,5.3108,1.9833,3.9411,2.1882,0,1.0295,10.4832,3.5028,2.7572,3.2316,1.7226,0,0,4.3822,1.4908,3.1239,1.0316,4.1403,3.1704,1.0331,11.4969,5.3025,10.2369,7.1017
4.0237,0.3067,0.1649,0,1.7583,0.8699,0,0,0,0,0,0,0,1.1795,1.3244,0.5991,0,0,0,3.6219,3.4186,0.3934,0.5627,0,0,2.7323,0.5732,1.1177,0,0,0,0,0,0,0,0
34.349,86.4934,71.0604,14.2753,17.4608,19.337,53.3673,41.5877,13.0404,24.081,14.608,20.2738,42.6191,30.4564,30.0221,49.203,11.6807,46.536,86.2281,94.2382,48.6259,27.2155,27.3701,11.0017,17.0695,88.145,22.8081,26.0577,36.0535,10.5816,28.883,61.4285,99.6422,100.0927,69.3454,34.5515
12.1456,20.529,27.641,7.3564,20.2434,18.6814,11.1683,10.685,4.9026,11.0438,8.6336,11.4329,19.412,20.5221,18.3905,28.0846,4.8966,15.4834,40.6804,26.3231,21.8402,20.6489,22.1902,12.2667,3.6822,14.6552,3.6453,31.7282,25.4337,2.4471,25.5173,26.8547,29.2933,24.3651,19.0981,5.5693
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.3476,1.9143,0.9159,0.2587,0.6758,0,1.213,0.8802,0.2264,0.2314,0.6567,0.0275,0.7638,0.4181,0.2596,1.0707,0.477,1.8903,2.8326,0.9125,0.9059,0.7779,0.9016,0.453,0.9075,2.2592,0.2254,2.7249,0,1.0198,1.8438,0,3.3229,2.5119,0.6484,0.4523
0,0,0,0,0,0,0,0,0,0.9298,0.9335,0,1.8722,0.9359,0,0.9347,0.928,0.931,0.9322,0.9269,0,0,0,1.8607,0.9299,1.4695,0,0.9313,0,0,0,0,0,1.5565,0,0
1.0644,0,0,0,0,1.3285,0,0.9623,1.8914,0,1.4085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0852,0,0,0,0,0,0,0,0
5.9136,9.7441,13.9787,0.225,3.0506,4.423,6.2718,3.0206,2.0395,2.7752,5.3522,0,2.9724,5.538,2.0454,1.3881,1.3896,2.7847,6.6231,5.6337,4.8321,2.6995,6.946,1.3856,1.9895,6.9035,2.662,5.4909,2.0177,3.1385,4.1729,4.6436,11.9626,9.7771,6.3636,1.1714
4.0122,20.8456,14.777,0,2.9791,2.8962,20.3347,5.8004,11.9426,3.1154,0,1.5224,0.7917,7.4427,5.9856,1.7118,3.9803,2.992,5.9731,11.9755,3.1158,3.0231,4.721,2.9946,3.6082,17.8666,3.0804,0.7819,8.9683,0,4.6596,5.4354,17.837,14.9882,5.9172,5.9612
0.9935,0,0,2.9685,0,0,0,0,0.989,0,0,0,2.0138,0,0,0,0,0.9902,0,0,2.969,0,0,0,0,2.9528,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6062,0,0,0,0,0,0,0,0,2.7615,0.6101,0,0
7.5667,1.5002,3.548,0,2.3608,0,0.8619,2.3148,0,0,1.1878,2.4065,0,1.7676,3.584,2.3773,0.8857,4.7484,9.4202,4.4504,4.7476,3.5729,2.3553,0,1.7706,2.3767,0,0,0.7522,0,1.196,5.9959,5.9092,4.7723,11.5831,5.9454
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9894,0,0,0,0,0,0,0,0,0,0,0
0,0.3143,0.1562,0.3162,0,0.1531,0,0,0,0,0.1907,0,0,0,0.5698,0.5729,0,0,0,0,0.3172,0.1587,0.1587,0.1584,0,0.3151,0,0,3.4525,0,1.1398,0,0,0,0.3862,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2257,0.5448,1.1301,0.7083,5.00E-04,0.3803,0.3696,0.153,0.3547,0.9099,1.5671,0.182,0.6733,0.9649,2.1347,0.0198,2.00E-04,0.3437,0.5188,0.1227,0.2337,0.5338,0.5,0.783,0.3206,5.0329,0.3389,0,3.4596,1.0206,9.4669,0.5195,0,5.445,2.3116,0.1182
50.8791,66.1909,75.2456,38.253,14.0949,18.918,56.0952,60.2933,19.1434,9.4075,10.4269,115.0614,9.5446,27.5738,14.0811,17.0492,19.6873,35.7922,64.5632,30.7187,20.3901,7.3388,10.4386,11.2617,6.5892,65.7653,9.3026,48.051,46.8428,6.594,28.1964,29.1052,138.9343,24.5777,60.7977,25.2336
4.0237,0.3067,0.1649,0,1.7583,0.8699,0,0,0,0,0,0,0,1.1795,1.3215,0.5991,0,0,0,3.6169,3.4186,0.3934,0.5627,0,0,2.7323,0.5732,1.1168,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.1796,6.3349,3.6646,0.5406,3.1244,8.2524,18.3219,6.3514,1.6554,4.3104,0.7578,0,3.0212,6.2716,0.7444,2.5716,3.1586,3.1418,2.1791,2.6145,6.8762,0,3.12,0,3.4349,8.1256,1.3897,7.3843,7.3291,6.1658,6.1614,8.4068,7.1222,20.4396,12.4169,0.7813
0,0,0,0,0,0,0.4142,0,0,0,0.8523,0,0,0,0,0,0,0,0.8483,1.3183,0,0,0,0,0,1.3728,0.846,0,0,0,0,0,2.3924,0.3452,1.1877,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8774,0,0,0,0,2.3864,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9917,0,0,0,0,0,0,0,0,0,0,0,0.9842,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.00E-04,4.00E-04,0,0,0,0,4.00E-04,4.00E-04,0,3.00E-04,3.00E-04,0,0,0,5.00E-04,0,5.00E-04,0,0,0.0012,2.00E-04,0,0,0,3.00E-04,0,3.00E-04,4.00E-04,0,1.0657,6.00E-04,0,0.001,9.00E-04,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.9771,0,0,0,1.9076,0,1.8769,4.5247,1.9769,0,0,0,0,1.8011,0.9952,0,0,0.9976,0,0,0,0.9971,0.9861,0,0,1.9548,0,1.1874,0,0,3.697,0,0.9932,0,0
25.8197,4.0186,9.7598,4.0198,13.023,1.3088,8.5021,8.7883,5.0252,9.0599,1.0076,25.0404,6.0296,16.1325,7.1646,5.0471,2.0139,12.0777,24.0751,19.3327,11.0796,13.0996,7.0252,6.0432,5.0354,24.1303,1,10.0797,13.0993,6.9613,12.0971,7.0641,30.7571,10.0879,14.9236,2.0072
6.7213,22.5497,20.3709,2.1512,6.6934,8.0255,8.9453,11.8067,3.472,13.911,19.1506,3.4574,16.0911,13.5258,5.0243,9.1671,2.1417,8.6946,43.6158,27.8973,17.4017,6.7269,26.0174,8.7011,13.9151,17.6682,2.9098,26.1148,11.143,5.8563,15.9206,22.655,27.6469,35.5325,27.3081,15.601
6.2555,2.8193,2.7874,3.1361,5.5875,0,7.8275,2.7312,0,4.6632,0,4.1292,0.6257,7.7935,0.6153,0.6208,0.6145,0,1.2448,6.0059,2.3472,0.6192,0.6221,6.8537,1.234,12.3686,0,1.2372,6.917,0.6175,0.6161,2.4616,4.554,6.5364,4.9414,4.2016
2.515,3.4477,2.1512,2.4989,1.7425,4.6056,0,2.6497,1.7478,1.7176,1.4086,0,0,2.776,1.7629,2.0143,3.3579,4.3124,8.6494,5.4669,5.5641,3.8077,0,1.9562,2.9557,4.7254,2.7798,6.4772,8.2987,3.4613,9.3003,2.8081,3.4793,3.9245,2.6918,2.1059
0,0,0,0,0,0.3191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.9608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.215,0.2466,0.1621,0.8398,0.5046,0,0,0.1879,0,0,0,0,0.0769,0.4078,0,0.2158,0,0,0.6421,0.4756,0,0.4319,0,0.3171,0.2161,0.2829,0,0,0.2933,0.3131,1.0124,0.3179,0.4111,0.26,0.4104,0
0,0,0,0,0,0,0,0,0,0,0,0.5061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9196,0,0,0,0,0
27.5438,23.5598,25.6181,11.3989,23.5132,19.625,34.3324,30.0959,15.4806,30.5017,21.6972,9.3862,34.4557,23.2839,17.2121,19.1708,5.7793,23.5178,62.8293,38.6061,20.3145,34.1755,29.641,13.5568,8.618,32.5351,9.8419,44.615,36.6206,5.7149,25.4619,30.1118,44.3773,54.8998,50.4375,28.2768
14.8669,24.2896,15.2796,4.8516,9.666,7.0788,13.233,7.0731,2.5324,2.4301,9.7464,9.6945,14.523,1.3966,4.2368,4.9588,2.6429,7.6869,25.8467,14.6494,8.3392,4.3626,6.0831,4.3393,4.2671,6.2744,4.277,12.4703,5.8154,2.3962,12.1716,9.2027,24.1425,9.9961,14.5868,4.7225
0,0.6089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8078,0,0,0,0,0,0,0,0.764,0,0,0,0,0.179,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.226,0,0,0,0,4.9848,2.7196,0,0,0.5481,0,2.6546,0,0,0.5769,0,0.5987,0,0,1.2452,0,0,0,0.5465,0,0,0,0,1.0851,0.6121,0,0,2.5036,2.7089,0
0,2.3618,4.3655,0,0.6245,1.3663,1.1741,0.1557,0.8517,0.4922,0.3972,0.3673,0.1228,0.4024,0,1.9743,0.4923,0.4921,1.3124,0,0.788,0.3695,0.4908,1.3956,0.2565,0,0.5867,1.2345,8.0752,1.7506,3.7644,0.2519,1.2424,0,0,0.7981
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9833,0,0,4.1535,0,0,0,0
10.2055,8.5155,11.7676,1.5649,5.7977,2.6545,17.5713,10.6047,1.5642,7.0435,6.6716,16.2896,11.3852,4.7427,2.3435,7.1708,3.1204,12.0614,24.4583,21.8428,6.2677,13.5711,10.7635,9.7444,1.566,11.7841,5.432,10.193,16.7296,15.3739,3.91,4.7757,21.0617,24.8799,14.7313,7.0948
0,2.4794,8.4573,0,0,3.8627,0.6,0,0,0.0059,0,3.4222,0,0,12.48,0,0,3.9325,0,0,0,1.2222,0,0.8784,0,2.9971,5.6008,2.6378,0,3.4646,2.3705,0,0,0,12.0995,0
0,0,0,0,0,0,0,0,0,0,0,0,2.0056,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9822,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.9717,6.8309,5.8333,0.989,0.988,0,6.709,0,0.9885,0.9886,0.9974,1.9295,6.0353,5.0036,1.9717,0.996,0,2.9695,5.0011,4.8781,2.9679,6.9536,5.9964,2.9555,1.9788,1.9677,0.9769,5.9542,3.9352,0.9921,0.9874,7.8881,1.973,5.9644,5.9046,1.9712
47.2421,42.2257,51.1785,16.3476,17.8398,17.1828,35.6881,44.1199,14.2279,5.3172,10.9047,33.4455,28.4141,18.4382,27.7731,18.1561,7.3058,20.128,54.7789,69.5593,12.7082,16.3135,20.3442,11.5951,16.1964,65.2665,6.0619,35.4592,27.3806,7.9785,18.2174,20.319,113.5708,56.6863,37.5586,24.1705
0,0,0,0.9893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.439,0.4569,0.7792,0,2.0805,0,0.6633,0,0.1973,3.3154,0.403,1.8919,5.355,0.3098,3.4496,1.5726,1.1907,0,6.1169,12.6403,18.189,1.3381,4.5673,1.0171,0.7917,2.2092,0.7497,0,1.9921,0.3192,1.7474,0.0625,2.15,5.2882,0.7738,2.8755
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9876,0,0,0,0,0,0,0,0.9853,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1925,0.1106,1.2337,1.0204,0.0024,0.2641,0.2144,0.2136,0,2.00E-04,1.5898,0.0483,1.8985,3.1107,1.2487,0,0.2188,0.2138,2.8514,0.2218,8.00E-04,2.0995,0.9185,0.1517,0.2628,0.4922,0.047,0.2189,1.1746,0.6033,1.0776,0.8236,0.5506,1.0841,0.215,1.1759
0.545,1.1458,2.621,0,0,0.4094,0.5237,0,0,0,0,4.2512,0.5792,0,2.1274,0,0,0,1.522,0,0,0,0,0.6128,0,0.4217,0,0.6041,0,0,4.2567,0,0,0,0.5756,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.8036,0,0,1.2888,0,0,0,0,0,0.5114,0,0,3.34,0.5074,1.2987,0,0,0,1.8032,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2978,1.28,0
4.5293,7.4884,5.1108,7.9379,1.8043,7.2984,10.373,6.1405,3.4102,5.7178,1.8177,0,5.6752,5.5804,10.6333,1.8186,3.9969,7.241,25.7501,22.7134,9.9584,3.6266,5.4511,0.9035,3.8162,5.8273,7.1603,4.5301,3.6057,7.4032,6.3254,5.4193,16.3564,12.9141,2.3039,6.3064
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.2179,61.1606,53.8362,10.2785,29.2877,32.4694,28.5154,31.022,24.4071,12.7621,44.6278,8.6927,49.4944,78.0546,44.7066,49.4959,30.9891,26.1438,64.7127,113.1377,42.7698,33.0171,21.5001,34.5422,27.3648,49.2918,23.9215,33.7016,37.803,20.9088,34.7294,63.0378,52.0384,68.9322,31.3083,47.0272
0,1.9725,0.9785,0,0,0,0.9619,1.9202,2.9649,9.0435,0.9917,0,0,0.9931,0,0.9935,1.979,0,14.3923,0,2.974,0,0,0,0,0.9859,0.9826,4.2952,0,0,1.9816,0,2.9519,1.9844,0.9791,5.9206
0,0,0.4049,0,0,1.4666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5022,0,1.4975,0,0,0,0,0,0,0,0,0,1.5049,0,0
0,1.7625,7.1476,0,4.7519,0,3.9746,3.1511,4.7872,0,3.962,3.6753,0,3.037,1.7807,8.856,0,2.2851,5.0438,7.0086,6.6448,4.8926,0.0311,2.6807,5.3733,5.4728,3.7723,5.1614,0,0.3304,5.7073,0,2.9247,1.3976,0,0
0,2.3999,4.4654,0,0.6468,1.3912,1.1955,0.1746,0.8896,0.5012,0.4044,0.374,0.1251,0.4286,0,2.0102,0.5013,0.5011,0.9966,0,0.8024,0.3763,0.4997,1.4315,0.2611,0,0.5974,1.2519,8.2962,1.7824,3.8465,0.2565,1.255,0,0,0.8126
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509,0,0,0,0.8082,0,0
0,2.4436,4.5781,0,0.6742,1.4165,1.2172,0.2012,0.9384,0.5103,0.4118,0.3808,0.1274,0.4654,0,2.0468,0.5104,0.5102,1.354,0,0.817,0.3831,0.5088,1.4729,0.2659,0,0.6083,1.2746,8.5556,1.8149,3.9431,0.2612,1.2763,0,0,0.8274
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7143,0.7187,1.8892,1.8773,0.7117,0,0,0,0,2.2236,0,0,0,0,0,2.1757,0,0,14.8718,4.1234,0,0.7171,0,0.7157,2.2322,0,1.8926,0.7317,0.7397,0,2.2498,1.4404,1.4237,2.5981,0,0
0,0,0,0,0,0,0,0,0,0.9902,0,0,0,0.9867,0.9925,0,0,0,0,0,0.9878,0,0,0.9882,0,0,0,0,0,0,0.9931,0,0.983,0,0,0
16.7788,25.3943,17.5072,21.8036,17.7765,10.533,15.9725,6.9875,24.2952,18.0389,25.6351,10.5086,72.5384,32.0884,30.105,22.4838,20.1914,14.3021,165.0843,22.2992,0,34.1831,0.0211,19.1035,9.236,17.6586,15.1937,25.2825,42.3916,20.4314,31.9572,35.7351,27.7602,76.9849,32.4637,13.4215
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.7173,15.2539,19.1018,5.8508,11.7781,7.1366,28.0758,14.5515,3.1184,11.3238,9.004,14.9479,14.8591,5.5873,8.8775,11.3361,3.7334,7.0417,56.3757,12.3338,15.0139,9.966,9.7431,3.4863,3.1147,22.1094,5.9449,16.5735,24.6325,7.517,8.494,10.3427,34.4469,40.7694,13.497,10.9279
10.3096,12.6171,3.9492,8.0296,1.6049,0.7744,1.5571,6.1259,2.5015,2.4092,2.43,6.3502,2.4499,8.3761,3.2036,1.6178,0,1.608,6.2457,9.4886,6.4291,0.8068,7.0581,3.2016,2.6111,3.9959,0.7936,9.5422,4.7954,1.8322,7.219,8.7469,7.7487,4.0368,16.4185,4.0029
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.5163,0,0,0,0,0,0,0,0.9856,0,0,0,0,0,0.989,0,0,0,0,1.1305,0,0,0,0,0,0,0.9858,0,0,0
0,1.1691,1.1605,1.7876,1.363,0,1.7397,0,0,0,1.1769,0.6702,0,0,0,0.6507,0,0,0.5999,2.351,1.7823,2.7283,3.5469,0,1.1745,0,0,2.2706,1.7905,1.1641,0,1.7928,7.0915,3.5771,1.1619,1.7808
25.7151,45.3267,37.989,9.7403,30.1096,21.5897,24.9467,26.2157,31.9349,18.2765,17.3772,13.993,27.2816,41.0111,18.3038,34.5546,2.2382,33.8802,69.6247,58.754,34.4803,42.623,24.9691,21.9537,16.6464,52.2627,13.6259,24.1732,52.272,6.7626,24.0773,35.115,63.7648,49.0992,45.9047,22.783
15.621,16.9231,11.3478,5.0579,3.3582,1.1329,21.5451,14.1327,1.824,10.4698,2.2516,1.48,5.7521,17.5845,16.9977,7.3718,5.8381,4.4982,6.7392,17.5019,6.7519,12.7369,2.3239,3.5,7.8794,28.1617,5.7987,9.5533,20.5565,4.9184,8.1807,14.6677,22.4245,42.3666,14.782,17.4586
1.6805,0,0.715,0,0,0,0,0,0.8835,1.5028,1.4703,0,1.0611,0,0.7229,0,0,1.8351,0.7156,2.3217,0,0,0.4346,0,0,0.7214,0,0,0.7545,0,0.7233,0,0.6008,2.103,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1925,0.1106,1.2337,1.0239,0.0024,0.2642,0.2144,0.2136,0,2.00E-04,1.5898,0.0483,1.8985,3.111,1.2487,0,0.2188,0.2138,2.8534,0.2218,8.00E-04,2.0996,0.9186,0.1517,0.2628,0.4922,0.047,0.2189,1.1746,0.6033,1.0776,0.8239,0.5506,1.0841,0.215,1.176
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.9815,0,1.0727,0,0,0,0.9604,0,1.0242,0,0,0,1.0254,0,0,0,0,1.0055,1.3824,0,0,0.739,0,0,1.0611,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.3065,0.1648,0,0,0.8692,0,1.247,2.9775,2.5364,4.9774,1.1268,0,1.1786,1.3214,0.5986,0,7.6179,4.862,0,0,0.3931,0.5623,0,0,0,0.5728,1.1164,3.388,2.3853,0,4.7755,0.6303,0,2.0904,3.9735
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0128,0
0,0,0,0,0,0,0,0,0,0,2.5295,0.8783,0,0,0,0,0,0,0.7483,1.3666,0,0.5671,0,0,0,0,0,0,2.5359,0,0,0,0,0,0,0
0,1.9622,2.9271,0.9884,1.9742,0,0.9599,0,1.9762,0.9893,10.9383,0,1.9955,0,0.9886,4.9743,0,0,3.9733,2.9539,2.9727,3.9677,4.9671,0.9893,0,0,0,1.9826,2.9605,0,0.9891,2.9663,0.9849,2.9781,0.9812,0.9859
5.5358,0,0,3.1854,0.7612,0,0,0.143,1.0469,0.5899,0,0.4402,0.1472,0.5044,3.1485,0,0.59,0.5898,5.9475,4.822,0,0.4428,0.5881,0.0412,0.3074,5.8683,0,1.4754,0,0,0,0.3019,1.4801,4.7833,2.3816,0
1.6598,0,0,0,0,0,0,0,1.4078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8324,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9879,0,0,0,0.9813,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1.0443,1.0179,0,0,0,0,0,0.99,0,0,0,0,0,0,1.0008,0,0,0,0,0,0,0.9966,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0053,1.0054,0,0,0,0,0,0.9995,0,0,0,0
213.7349,207.2471,260.663,39.7812,94.4737,181.5653,252.9216,91.3518,28.8578,41.8153,88.2817,76.9539,109.0991,154.6153,112.2605,112.2705,88.3002,186.0974,331.6088,230.509,156.4479,40.9874,184.8001,105.2757,72.7222,286.3431,69.8983,263.6827,112.8511,28.9125,136.2704,90.8003,491.5461,297.1202,145.5169,100.2356
1.4216,0.1252,1.4231,1.1681,0.0027,0.2991,0.2428,0.2418,0,2.00E-04,1.8522,0.0825,2.1497,3.5549,1.414,0,0.2478,0.3562,3.3639,0.2511,2.3327,2.6029,1.0401,0.1718,0.2975,0.6073,0.0781,0.2478,1.33,0.6832,1.4106,1.0295,0.6234,1.4229,0.2434,1.3316
0,0,0,0,0,0,0,0,0,0.9756,0,0.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0.973,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9835,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
