Gene_ID,signcon,randomSummary,randomCi.lb,randomCi.ub,randomP,het_QE,het_QEp,het_QM,het_QMp,error,randomP.adjust,rank,Gene_Symbol,Gene_Description
2229,-1,-3.3237737950483,-4.513177034743,-2.1343705553536,4.32360204459334e-08,0,1,29.9985916867589,4.32360204459333e-08,FALSE,2.64253209544391e-06,20,,
8916,1,1.96472473302768,1.53820515730616,2.3912443087492,1.74198630646726e-19,0,1,81.5120225976466,1.74198630646727e-19,FALSE,1.41170570276107e-16,21,HERC3,HECT and RLD domain containing E3 ubiquitin protein ligase 3
672,-1,-2.40514125671451,-3.08270883531639,-1.72757367811263,3.4703995202231e-12,0,1,48.4029826547819,3.4703995202231e-12,FALSE,6.11393863301914e-10,22,BRCA1,BRCA1 DNA repair associated
973,-1,-2.33246781697853,-2.97979621474694,-1.68513941921013,1.63904537782551e-12,0,1,49.8744573142298,1.63904537782551e-12,FALSE,3.16257708140427e-10,23,CD79A,CD79a molecule
334,-1,-2.34836369880508,-3.02484158684111,-1.67188581076905,1.01802940264331e-11,0,1,46.2934649639255,1.01802940264331e-11,FALSE,1.71877297479613e-09,24,APLP2,amyloid beta precursor like protein 2
524,-1,-2.15830523868056,-2.74790064094254,-1.56870983641858,7.24386065596244e-13,0,1,51.4770600282817,7.24386065596242e-13,FALSE,1.46760616889799e-10,25,,
1184,-1,-2.26472477818071,-2.92212689741132,-1.6073226589501,1.45821042916366e-11,0,1,45.5895017627186,1.45821042916366e-11,FALSE,2.36346746358845e-09,26,CLCN5,chloride voltage-gated channel 5
4531,1,1.99644737599292,1.48586289132939,2.50703186065645,1.8065534720727e-14,0,1,58.7322568294988,1.80655347207271e-14,FALSE,3.85271298359926e-12,27,,
487,-1,-2.51356904392992,-3.32599171540832,-1.70114637245152,1.3280387731882e-09,0,1,36.7717036719774,1.3280387731882e-09,FALSE,1.41610871288384e-07,28,ATP2A1,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1
555,1,2.61744118839021,1.73940379501223,3.49547858176819,5.13680050530754e-09,0,1,34.1368955200403,5.13680050530751e-09,FALSE,4.33631575989711e-07,29,,
3430,-1,-2.89410513346177,-3.93781348203014,-1.8503967848934,5.48591967714028e-08,0,1,29.5370062191126,5.48591967714027e-08,FALSE,3.13083753968626e-06,30,IFI35,interferon induced protein 35
4763,-1,-2.5471669313298,-3.40030105439529,-1.69403280826431,4.86331958124031e-09,0,1,34.2433600256322,4.86331958124031e-09,FALSE,4.19280232833739e-07,31,NF1,neurofibromin 1
19737,-1,-1.74981235360484,-2.15639974002889,-1.34322496718079,3.3117085132368e-17,0,1,71.1494153757225,3.31170851323683e-17,FALSE,1.03223406889504e-14,32,,
1738,-1,-2.35511967473603,-3.14068002778075,-1.56955932169131,4.20307667334145e-09,0,1,34.5273327247629,4.20307667334145e-09,FALSE,3.78463704008434e-07,33,DLD,dihydrolipoamide dehydrogenase
4158,-1,-7.07937561293795,-10.6514567103126,-3.5072945155633,0.00010259124503062,0,1,15.088409857754,0.00010259124503062,FALSE,0.00143840735247084,34,MC2R,melanocortin 2 receptor
